RegionID,CentroidX,CentroidY,CentroidZ,Volume
720,369.88,277.26,269.12,8085
721,455.3,85.91,201.7,44960
723,405.46,223.35,77.5,102521
724,346.92,335.32,144.39,7405
725,390.02,264.32,166.01,3640
726,423.33,199.69,180.83,314354
727,486.64,241.75,210.34,10329
729,527.97,206.79,183.96,32527
731,344.64,197.41,74,54122
732,326.58,340.34,174.95,1077
733,400.61,242.68,160.62,68573
734, NaN,284,203,1
735,573.78,164.53,174.95,19147
738,381.13,218.78,76.78,247406
739,341.69,133.74,115.47,263656
740,343.83,351.46,122.22,361
741,363.14,261.49,166.21,7821
742, NaN,284,203,1
743,485.93,229.07,209.7,20747
746,374.84,226.35,77.63,90763
747,342.36,245.95,81.18,4291
748,347.98,356.69,127.12,5254
749,358.45,289.45,183.33,41810
750,492.91,100.99,216.24,4790
751, NaN,284,203,1
754,405.91,374.13,103.2,170976
755,570.53,203.33,166.82,33659
756,339.44,355.17,126.97,6573
757,341.17,253.91,219.89,2715
758, NaN,284,203,1
759,556.28,172.51,197.32,1115
761,349.61,365.44,145.61,1039
763,328.96,356.27,112.97,639
764,541.92,278.38,200.44,45352
765,408.33,288.05,247.89,2801
766,423.33,199.69,180.83,314354
767,371.17,126.51,96.95,163527
769,349.59,366.86,154.76,6930
771,383.58,311.31,216.6,1147590
772,346.69,144.2,123.69,33862
773,336.43,313.86,268.1,12816
774,382.9,63.23,192.77,13862
775,423.33,199.69,180.83,314354
777,339.76,357.96,152.9,5828
778,452.71,96.79,201.6,93974
780,453.02,334.3,176.27,19681
781,416.89,252.94,247.12,1065
782,423.33,199.69,180.83,314354
783,449.56,243.37,93.77,11718
785,359.88,374.05,153.68,9981
786,525.04,207.53,184.97,10836
788,487.05,384.84,162.01,31879
789,416.72,308.11,252.5,278573
790,423.33,199.69,180.83,314354
791,546.43,175.1,197.58,3780
793,500.25,142.5,116.94,18994
794,350.31,257.49,120.58,1169
795,342.84,194.22,204.77,243065
796,396.33,284.02,164.11,112123
797,396.33,284.02,164.11,112123
798,350.31,257.49,120.58,1169
799,423.33,199.69,180.83,314354
800,453.44,266.74,93.33,17734
801,457.19,93.79,199.64,725071
803,397.53,311,124.44,469772
804,380.28,274.74,172.94,3838
805,398.11,79.71,214.68,12412
806,549.43,203.31,133.72,86174
807,423.33,199.69,180.83,314354
809,370.66,299.24,123.77,90609
810,355.51,151.96,119.52,16639
811,376.9,133.95,229.04,75475
814,347.42,251.43,88.34,17477
815,423.33,199.69,180.83,314354
816,555.27,173.23,176.59,18905
818,439.1,273.14,140.68,108293
819,361.46,152.3,119.85,3575
820,352.37,110.66,230.27,51370
821,457.22,77,202.34,96462
822,494.04,241.32,201.02,1053611
823,423.33,199.69,180.83,314354
826,347.34,311.31,112.28,86833
827,352.99,216.83,88.05,27890
828,399.75,154.53,223.36,142909
829,417.5,156.32,189.37,12194
830,343.04,338.68,157.24,25093
831,461.19,256.92,102.94,843
832,350.31,257.49,120.58,1169
834,355.82,109.52,203.43,42485
835,408.11,338.93,120.95,184037
836,561.37,209.87,195.07,37970
837,411.32,147.53,187.56,14283
838,519.97,190.53,107.56,26698
839,342.27,298.23,270.15,3470
840,350.31,257.49,120.58,1169
841,350.31,257.49,120.58,1169
842,357.73,115.27,203.22,61755
843,463.24,234.05,210.48,55755
844,393.44,145.35,110.26,140477
845,422.03,137.18,189.4,56025
846,443.96,240.02,246.09,17318
847,542.91,176.5,175.83,47668
848,350.31,257.49,120.58,1169
849,503.62,247.98,126.63,3784
851,362.9,127.47,202.34,25663
852,393.32,315.26,248.48,81948
853,469.36,271.1,195.59,39478
854,463.46,106.82,122.24,95480
856,374.95,231.92,154.84,575273
857,518.03,251.85,130.93,20426
859,361.7,285.07,271.67,1040
860,380.47,223.24,227.47,7181
861,472.98,281.85,192.74,26901
862,509.57,213.66,134.37,76358
864,402.13,243.64,163.78,300609
865,485.59,147.55,124.6,13319
867,396.23,239.33,226.94,44675
868,397.24,226.53,228.54,3487
869,482.58,113.45,215.33,4077
870,488.73,246.74,198.63,150668
872,327.67,218.71,212.99,9358
873,559.6,203.07,132.79,40833
874,427.47,222.45,208.52,3259
875,407.46,239.69,226.99,3645
876,350.31,257.49,120.58,1169
878,501.74,149.34,102.59,17833
879,363.83,69.89,186.38,156032
880,334.12,245.75,228.84,4807
881,393.02,228.03,227.08,24112
882,385.64,149.37,118.54,24892
883,392.1,216.28,225,4976
885,350.31,257.49,120.58,1169
886,352.14,94.17,182.73,232345
887,370.97,329.63,251.6,762162
888,558.57,259.34,175.98,23093
889,475.9,210.48,107.33,16725
890,388.85,248.26,228.96,12502
891,398.58,239.54,227.68,4823
893,497.71,220.43,132.03,19363
894,383.14,60.92,193.47,50051
895,541.52,207.07,195.59,187203
897,560.43,257.17,131.78,16821
898,348.52,254.36,232.04,32874
899,412.2,250.58,232.25,1426
900,350.31,257.49,120.58,1169
901,350.31,257.49,120.58,1169
902,478.23,124.21,214.99,11265
903,391.6,270.83,265.6,12370
904,348.85,325.36,109.73,75041
905,512.72,97.78,188.01,29677
906,389.09,78.34,194.98,11512
907,361.73,244.43,153.87,8729
909,522.67,265.25,201.9,582382
910,364.85,188.88,78,6790
911,350.31,257.49,120.58,1169
912,337.59,233.84,247.55,5302
913,457.19,93.79,199.64,725071
914,353.14,325.39,124.54,188
915,385.69,247.96,228.54,11076
916,350.31,257.49,120.58,1169
918,536.48,269.67,197.83,416813
919,359.59,147.32,107.36,20914
920,354.43,175.53,238.7,241854
921,471.98,166.28,113.83,49143
922,552.44,256.77,176.86,74751
923,388.85,248.26,228.96,12502
926,489.43,245.14,214.13,150679
927,365.76,150.22,116.74,3684
928,379.98,147.39,247.11,366397
929,463.65,217.06,107.12,3635
930,355.6,227.75,167.91,26631
931,360.28,354.49,198.12,50769
933,350.31,257.49,120.58,1169
934,480.79,345.01,191.89,14890
935,330.45,106.78,109.47,30223
936,365.93,134.09,266.93,137469
937,457.19,93.79,199.64,725071
938,375.79,357.15,251.29,49217
939,392.33,356.41,259.04,1840
942,479.05,309.81,128.74,137386
943,423.47,129.84,99.5,215628
944,350.73,172.66,273.56,9068
945,440.82,155.36,122.2,73106
946,338.74,304.33,169.34,42030
947,395.5,129.4,100.51,1205393
948,350.31,257.49,120.58,1169
949,350.31,257.49,120.58,1169
950,484.9,167.62,102.8,15590
951,349.11,220.74,270.93,21873
952,475.31,301.56,122.83,108405
953,342.75,195.36,157.14,27961
954,526.85,184.29,172.93,27186
955,385.27,375.81,266.07,23963
957,352.23,237.27,268.38,78806
958,342.75,195.36,157.14,27961
959,580,204.22,166.06,19135
961,492.18,333.93,128.47,649553
962,377.58,116.99,92.08,167354
963,412.9,378.89,264.94,1909
965,380.35,51.29,193.13,14020
966,493.16,340.64,150.84,28981
967,350.31,257.49,120.58,1169
968,355.44,249.55,257.92,66598
969,359.33,222.56,69.51,18390
970,339.99,300.16,248.06,10936
972,344.52,168.91,82.08,91461
973,517.33,118.11,205.06,13493
974,471.02,175.99,102.39,42820
975,326.8,233.17,192.56,2498
976,346.98,199.53,233.76,81510
977,522.11,210.41,192.7,25428
978,385.91,373.43,252.21,38281
980,350.32,345.94,169.24,3989
981,526.77,122.41,139.41,64390
982,331.98,148.34,162.62,4274
984,358.15,163.33,241.22,160344
